,0,1,m,alpha
87,-1.3373061297592002,0.0,4,0.4
88,-1.3556979346975366,0.0,4,0.4
89,-1.4217822329558232,0.0,4,0.4
90,-1.7949853113962564,0.0,4,0.4
91,-1.5479268338370118,0.0,4,0.4
92,-1.3113838757444953,0.0,4,0.4
93,-1.8003828207211872,0.0,4,0.4
94,-1.5652875107696946,0.0,4,0.4
95,-1.6041690350308953,0.0,4,0.4
96,-2.0680311080879594,0.0,4,0.4
97,-1.264275016473741,0.0,4,0.4
98,-1.860014547130272,0.0,4,0.4
99,-1.5122614401003518,0.0,4,0.4
100,-1.737814805534004,0.0,4,0.4
101,-1.9607501774422398,0.0,4,0.4
102,-2.1072387624745668,0.0,4,0.4
103,-1.186912336446521,0.0,4,0.4
104,-1.9981040991781256,0.0,4,0.4
105,-2.0135455183694573,0.0,4,0.4
106,-1.7319382508137415,0.0,4,0.4
107,-1.4820495721387055,0.0,4,0.4
108,-1.6812277169619068,0.0,4,0.4
109,-1.1399146228254031,0.0,4,0.4
110,-1.3230890258876316,0.0,4,0.4
111,-2.072669080739685,0.0,4,0.4
112,-1.1303589658191548,0.0,4,0.4
113,-1.860002277566801,0.0,4,0.4
114,-1.7483000067429757,0.0,4,0.4
115,-1.4347767332611001,0.0,4,0.4
116,-1.7976078728166482,0.0,4,0.4
117,-1.5711162811709423,0.0,4,0.4
118,-1.5407865305722621,0.0,4,0.4
119,-2.0537542381287244,0.0,4,0.4
120,-1.3584541837149857,0.0,4,0.4
121,-1.5643160119831852,0.0,4,0.4
122,-2.2124259578769596,0.0,4,0.4
123,-1.2505643186975652,0.0,4,0.4
124,-1.7175383522043242,0.0,4,0.4
125,-1.7149328913047996,0.0,4,0.4
126,-1.2875106212177274,0.0,4,0.4
127,-1.4328252407391946,0.0,4,0.4
128,-1.2790232178594048,0.0,4,0.4
129,-1.6093158471649527,0.0,4,0.4
130,-1.312414348041667,0.0,4,0.4
131,-1.9011344568524478,0.0,4,0.4
132,-1.6432471682844785,0.0,4,0.4
133,-1.283279219949062,0.0,4,0.4
134,-1.454756225617128,0.0,4,0.4
135,-1.8968198544080292,0.0,4,0.4
136,-1.6298468997331574,0.0,4,0.4
137,-1.804939571795286,0.0,4,0.4
138,-1.5089309801244122,0.0,4,0.4
139,-1.2889155999303457,0.0,4,0.4
140,-1.7333667378899247,0.0,4,0.4
141,-1.2103425060029496,0.0,4,0.4
142,-2.093859828242741,0.0,4,0.4
143,-1.3600649305953303,0.0,4,0.4
144,-1.7655773651150106,0.0,4,0.4
145,-1.542554931772827,0.0,4,0.4
146,-1.6507556138439101,0.0,4,0.4
147,-1.8594680405121906,0.0,4,0.4
148,-1.7860806342227094,0.0,4,0.4
149,-1.7927859110659023,0.0,4,0.4
150,-1.6286166137121012,0.0,4,0.4
151,-1.4358260566440877,0.0,4,0.4
152,-1.6081329897233099,0.0,4,0.4
153,-1.3033673042833986,0.0,4,0.4
154,-1.7098833816961558,0.0,4,0.4
155,-1.8340481795380266,0.0,4,0.4
156,-1.6563809541721384,0.0,4,0.4
157,-1.151980004157762,0.0,4,0.4
158,-1.8162647330200201,0.0,4,0.4
159,-1.8248844096521268,0.0,4,0.4
160,-1.2988686222656856,0.0,4,0.4
161,-1.407322367882427,0.0,4,0.4
162,-1.427523877989174,0.0,4,0.4
163,-1.2194026369633615,0.0,4,0.4
164,-1.6014417789198114,0.0,4,0.4
165,-2.1453194923934387,0.0,4,0.4
166,-2.2694793487751954,0.0,4,0.4
167,-1.3003579259122864,0.0,4,0.4
168,-1.217759885155941,0.0,4,0.4
169,-1.41689310433227,0.0,4,0.4
170,-1.4543056156296734,0.0,4,0.4
171,-1.4181203843020298,0.0,4,0.4
172,-1.8262196242997575,0.0,4,0.4
173,-1.2992458341428246,0.0,4,0.4
174,-1.3344144688721913,0.0,4,0.4
175,-1.7112494910248626,0.0,4,0.4
176,-1.3777459744619447,0.0,4,0.4
177,-1.6091512426291001,0.0,4,0.4
178,-1.6049732571020776,0.0,4,0.4
179,-1.2091679981587535,0.0,4,0.4
180,-1.7920673778233762,0.0,4,0.4
181,-1.2888379220894686,0.0,4,0.4
182,-1.6418089614614686,0.0,4,0.4
183,-1.4948889840706923,0.0,4,0.4
184,-1.5811771293259942,0.0,4,0.4
185,-1.3687603899282574,0.0,4,0.4
186,-1.2569611506435987,0.0,4,0.4
187,-1.5985890394092357,0.0,4,0.4
188,-1.6192684863037976,0.0,4,0.4
189,-1.3863487452124212,0.0,4,0.4
190,-1.5390733165698114,0.0,4,0.4
191,-1.1323078240167221,0.0,4,0.4
192,-1.6832231988225401,0.0,4,0.4
193,-1.5883491102225362,0.0,4,0.4
194,-1.4214413758726134,0.0,4,0.4
195,-1.2097968417738316,0.0,4,0.4
196,-1.1369624049395344,0.0,4,0.4
197,-1.164117208201471,0.0,4,0.4
198,-1.300376842530259,0.0,4,0.4
199,-1.472334287881874,0.0,4,0.4
200,-1.4914031727669739,0.0,4,0.4
201,-1.5615280229719026,0.0,4,0.4
202,-2.2140753420598474,0.0,4,0.4
203,-1.9088490619495349,0.0,4,0.4
204,-1.8499355337572798,0.0,4,0.4
205,-1.6536232161755078,0.0,4,0.4
206,-1.3764397511644373,0.0,4,0.4
207,-1.3836190381686295,0.0,4,0.4
208,-1.2585042495862124,0.0,4,0.4
209,-1.268222736202376,0.0,4,0.4
210,-1.7949391286847902,0.0,4,0.4
211,-2.1546919625130845,0.0,4,0.4
212,-1.6086143580331589,0.0,4,0.4
213,-1.5069556491440352,0.0,4,0.4
214,-1.80770551861104,0.0,4,0.4
215,-1.228759542752656,0.0,4,0.4
216,-1.1581316040290384,0.0,4,0.4
217,-1.762379377386809,0.0,4,0.4
218,-1.189121667568279,0.0,4,0.4
219,-1.6519813496929752,0.0,4,0.4
220,-1.4678075697245734,0.0,4,0.4
221,-1.543010912890725,0.0,4,0.4
222,-1.3069715796236567,0.0,4,0.4
223,-1.358677852805212,0.0,4,0.4
224,-1.4714403441513784,0.0,4,0.4
225,-1.7486662462636102,0.0,4,0.4
226,-1.4058851781504256,0.0,4,0.4
227,-1.633456281652718,0.0,4,0.4
228,-1.9583490570810091,0.0,4,0.4
229,-1.264236279361102,0.0,4,0.4
230,-1.3789761991104528,0.0,4,0.4
231,-1.3980342604654312,0.0,4,0.4
232,-1.2728858949989608,0.0,4,0.4
233,-1.7690474631597957,0.0,4,0.4
234,-1.4477956986964926,0.0,4,0.4
235,-1.8664243791147697,0.0,4,0.4
236,-1.8657388945429607,0.0,4,0.4
237,-1.4836439625844253,0.0,4,0.4
238,-1.7632368580061621,0.0,4,0.4
239,-1.6706827896655754,0.0,4,0.4
240,-1.8657069912513502,0.0,4,0.4
241,-1.2226719913890227,0.0,4,0.4
242,-1.5303274656104706,0.0,4,0.4
243,-1.587263467207264,0.0,4,0.4
244,-1.7455041335000383,0.0,4,0.4
245,-1.2305265434042298,0.0,4,0.4
246,-1.4655103494926454,0.0,4,0.4
247,-1.2858131525199548,0.0,4,0.4
248,-1.3364257452917023,0.0,4,0.4
249,-1.2719723391429443,0.0,4,0.4
250,-1.1950197979325132,0.0,4,0.4
251,-1.476904422196334,0.0,4,0.4
252,-1.8736164764048764,0.0,4,0.4
253,-1.3689367707578148,0.0,4,0.4
254,-1.4268406479168896,0.0,4,0.4
255,-1.2978018078426055,0.0,4,0.4
256,-1.3195622448494957,0.0,4,0.4
257,-1.2517070193170923,0.0,4,0.4
258,-1.2341867909772726,0.0,4,0.4
259,-1.6201155122168729,0.0,4,0.4
260,-1.5468441963910033,0.0,4,0.4
261,-1.6344096750843478,0.0,4,0.4
262,-1.300410075703111,0.0,4,0.4
263,-1.6337172771994593,0.0,4,0.4
264,-1.6719110304541183,0.0,4,0.4
265,-1.641940238707865,0.0,4,0.4
266,-1.4481982844749717,0.0,4,0.4
267,-1.4186910181255383,0.0,4,0.4
268,-1.7938924119093937,0.0,4,0.4
269,-1.5227770090394068,0.0,4,0.4
270,-1.6612658573002965,0.0,4,0.4
271,-1.9648769383415352,0.0,4,0.4
272,-1.4144403129802103,0.0,4,0.4
273,-1.5331593099460454,0.0,4,0.4
274,-1.8187442535578369,0.0,4,0.4
275,-1.8095509429299848,0.0,4,0.4
276,-1.5515205740207623,0.0,4,0.4
277,-1.6598062404687626,0.0,4,0.4
278,-1.7363392048303372,0.0,4,0.4
279,-1.5998545010071457,0.0,4,0.4
280,-1.2095748061303175,0.0,4,0.4
281,-1.6680087365650262,0.0,4,0.4
282,-1.6713813535876705,0.0,4,0.4
283,-1.5634500876728998,0.0,4,0.4
284,-1.8993790239567936,0.0,4,0.4
285,-1.241835015108961,0.0,4,0.4
286,-1.2527247521655196,0.0,4,0.4
287,-1.5586207396240617,0.0,4,0.4
288,-1.6053833113671965,0.0,4,0.4
289,-1.5139752732973628,0.0,4,0.4
290,-1.678902391808224,0.0,4,0.4
291,-1.6258460406458866,0.0,4,0.4
292,-1.2548339792565129,0.0,4,0.4
293,-1.4318756567208208,0.0,4,0.4
294,-1.980358744588421,0.0,4,0.4
295,-1.4465633346192548,0.0,4,0.4
296,-1.904913620146195,0.0,4,0.4
297,-1.367096421797863,0.0,4,0.4
298,-1.8784585867566077,0.0,4,0.4
299,-1.6037555151411482,0.0,4,0.4
300,-1.5648388391766999,0.0,4,0.4
301,-1.8634672325664918,0.0,4,0.4
302,-1.1780830297470477,0.0,4,0.4
303,-1.3187437338958679,0.0,4,0.4
304,-1.9855114223333497,0.0,4,0.4
305,-2.173085061899409,0.0,4,0.4
306,-1.463315038070521,0.0,4,0.4
307,-1.532649172695018,0.0,4,0.4
308,-1.3711108791236641,0.0,4,0.4
309,-1.7776042467505626,0.0,4,0.4
310,-1.5945822996382666,0.0,4,0.4
311,-1.3105801392838312,0.0,4,0.4
312,-1.3699577758711323,0.0,4,0.4
313,-1.4340523223194686,0.0,4,0.4
314,-1.3150770659620412,0.0,4,0.4
315,-1.3604619079220763,0.0,4,0.4
316,-1.2474946724966036,0.0,4,0.4
317,-1.382412492274117,0.0,4,0.4
318,-1.7997945561882505,0.0,4,0.4
319,-1.531865325177832,0.0,4,0.4
320,-1.3588443080793686,0.0,4,0.4
321,-1.8177519139613494,0.0,4,0.4
322,-1.2394814392652291,0.0,4,0.4
323,-1.392115940605241,0.0,4,0.4
324,-1.476474097944817,0.0,4,0.4
325,-1.8004669732703678,0.0,4,0.4
326,-1.1938138958642914,0.0,4,0.4
327,-1.1627616125312277,0.0,4,0.4
328,-1.836866387004356,0.0,4,0.4
329,-1.7006492172441154,0.0,4,0.4
330,-1.6070526476745672,0.0,4,0.4
331,-1.3708263333099715,0.0,4,0.4
332,-1.2863349995281255,0.0,4,0.4
333,-1.2464125046251797,0.0,4,0.4
334,-1.4631840393944828,0.0,4,0.4
335,-1.4300792880140873,0.0,4,0.4
336,-1.622448452319877,0.0,4,0.4
337,-1.669576918277721,0.0,4,0.4
338,-1.1928238861150757,0.0,4,0.4
339,-1.6536951187428652,0.0,4,0.4
340,-1.3789613091828292,0.0,4,0.4
341,-1.836808202130219,0.0,4,0.4
342,-1.483151553007148,0.0,4,0.4
343,-1.453417160404374,0.0,4,0.4
344,-1.4175322999049482,0.0,4,0.4
345,-1.365257496898358,0.0,4,0.4
346,-1.4295459977328209,0.0,4,0.4
347,-2.050200119359143,0.0,4,0.4
348,-1.2294474493326266,0.0,4,0.4
349,-1.6408449950650552,0.0,4,0.4
350,-1.7560514828620986,0.0,4,0.4
351,-1.7600458721404582,0.0,4,0.4
352,-1.7524402851039584,0.0,4,0.4
353,-1.8810149403527598,0.0,4,0.4
354,-1.32025569987882,0.0,4,0.4
355,-1.4535448216441076,0.0,4,0.4
356,-1.6357801186969814,0.0,4,0.4
357,-1.5435457185436097,0.0,4,0.4
358,-1.4599613259523798,0.0,4,0.4
359,-1.151134636965357,0.0,4,0.4
360,-1.869950130534857,0.0,4,0.4
361,-1.5464733110845903,0.0,4,0.4
362,-1.6718256420640287,0.0,4,0.4
363,-1.5920810982139226,0.0,4,0.4
364,-1.209720568200979,0.0,4,0.4
365,-1.5608348343218534,0.0,4,0.4
366,-1.2478371954313634,0.0,4,0.4
367,-1.7412681323422736,0.0,4,0.4
368,-1.5596184607071093,0.0,4,0.4
369,-1.7682382242423313,0.0,4,0.4
370,-1.8193349277975928,0.0,4,0.4
371,-1.1336972257470008,0.0,4,0.4
372,-1.1416595299775416,0.0,4,0.4
373,-1.4493114829826568,0.0,4,0.4
374,-1.1587217037972806,0.0,4,0.4
375,-1.690369749732267,0.0,4,0.4
376,-1.1810355751632156,0.0,4,0.4
377,-1.1448055101642063,0.0,4,0.4
378,-1.6304630268651208,0.0,4,0.4
379,-1.5004298185853655,0.0,4,0.4
380,-1.8826557479884416,0.0,4,0.4
381,-1.8669171986236517,0.0,4,0.4
382,-1.379930250200975,0.0,4,0.4
383,-1.2846553982210231,0.0,4,0.4
384,-1.2296694977836495,0.0,4,0.4
385,-1.242509659534331,0.0,4,0.4
386,-1.6871917078335856,0.0,4,0.4
387,-1.5943505991177997,0.0,4,0.4
388,-1.5645918061523376,0.0,4,0.4
389,-1.1731455487669435,0.0,4,0.4
390,-1.6910648065644116,0.0,4,0.4
391,-1.633268047294517,0.0,4,0.4
392,-1.7916080127432508,0.0,4,0.4
393,-1.2133607939426403,0.0,4,0.4
394,-1.1346110626051578,0.0,4,0.4
395,-2.0893706857145182,0.0,4,0.4
396,-1.5014425682891925,0.0,4,0.4
397,-1.612479471825411,0.0,4,0.4
398,-2.0013316838167485,0.0,4,0.4
399,-1.3518593910624828,0.0,4,0.4
400,-1.3423696887577479,0.0,4,0.4
401,-1.644059333161597,0.0,4,0.4
402,-1.360648774116999,0.0,4,0.4
403,-1.2947237933937157,0.0,4,0.4
404,-1.6763059207244237,0.0,4,0.4
405,-1.8968508796695585,0.0,4,0.4
406,-1.2598153099029696,0.0,4,0.4
407,-1.8279048590767777,0.0,4,0.4
408,-1.5292690844672499,0.0,4,0.4
409,-1.3537528809120218,0.0,4,0.4
410,-1.8738446533114366,0.0,4,0.4
411,-1.2101241659849458,0.0,4,0.4
412,-1.5274672885568368,0.0,4,0.4
413,-1.2386060640684353,0.0,4,0.4
414,-1.6265906635348402,0.0,4,0.4
415,-1.4191508163322022,0.0,4,0.4
416,-1.6643716998861189,0.0,4,0.4
417,-1.7282990851515563,0.0,4,0.4
418,-1.5326252270969656,0.0,4,0.4
419,-1.5482333544198392,0.0,4,0.4
420,-1.9096698311325977,0.0,4,0.4
421,-1.6437544615713906,0.0,4,0.4
422,-1.6739588474387685,0.0,4,0.4
423,-1.665872386531978,0.0,4,0.4
424,-1.7216006925808753,0.0,4,0.4
425,-1.5586100486281482,0.0,4,0.4
426,-1.5831633099735842,0.0,4,0.4
427,-1.831874189165995,0.0,4,0.4
428,-1.4268998342862462,0.0,4,0.4
429,-2.0696118956774003,0.0,4,0.4
430,-1.9036725858468562,0.0,4,0.4
431,-1.5353930893137744,0.0,4,0.4
432,-1.9954730510457475,0.0,4,0.4
433,-1.4998707322049014,0.0,4,0.4
434,-1.6354959529614597,0.0,4,0.4
435,-1.676630626218028,0.0,4,0.4
436,-1.269616233289498,0.0,4,0.4
437,-1.7344488810462901,0.0,4,0.4
438,-1.4035224719309114,0.0,4,0.4
439,-1.4791496896404837,0.0,4,0.4
440,-1.7571361644395642,0.0,4,0.4
441,-1.5198799471514908,0.0,4,0.4
442,-1.3888342736301198,0.0,4,0.4
443,-1.5532519070159285,0.0,4,0.4
444,-1.5911124295500199,0.0,4,0.4
445,-1.4631085631873837,0.0,4,0.4
446,-1.1638683870926416,0.0,4,0.4
447,-1.43031158326445,0.0,4,0.4
448,-1.7339973707235818,0.0,4,0.4
449,-1.2691160516194748,0.0,4,0.4
450,-1.5190696342265357,0.0,4,0.4
451,-1.668830679786824,0.0,4,0.4
452,-1.6504680888801717,0.0,4,0.4
453,-1.3922547436019665,0.0,4,0.4
454,-1.4752463130128826,0.0,4,0.4
455,-1.6193540351587468,0.0,4,0.4
456,-1.3929139144798939,0.0,4,0.4
457,-1.268549500686593,0.0,4,0.4
458,-1.6623769905614734,0.0,4,0.4
459,-1.923532692105492,0.0,4,0.4
460,-1.5020836293906847,0.0,4,0.4
461,-1.6586735647223028,0.0,4,0.4
462,-1.37975922146696,0.0,4,0.4
463,-1.7964932868803751,0.0,4,0.4
464,-1.6482813021645315,0.0,4,0.4
465,-1.2951233098789972,0.0,4,0.4
466,-1.1539999165584374,0.0,4,0.4
467,-1.607021287602627,0.0,4,0.4
468,-2.230021459246882,0.0,4,0.4
469,-1.9375801287693268,0.0,4,0.4
470,-1.7951618182241171,0.0,4,0.4
471,-1.7106354145411249,0.0,4,0.4
472,-1.629364953343749,0.0,4,0.4
473,-1.3236242091101746,0.0,4,0.4
474,-1.775610455721478,0.0,4,0.4
475,-1.2788207766034736,0.0,4,0.4
476,-1.733047944682165,0.0,4,0.4
477,-1.5181230297839758,0.0,4,0.4
478,-1.1663322017626805,0.0,4,0.4
479,-1.592866708025471,0.0,4,0.4
480,-1.780475825379693,0.0,4,0.4
481,-1.7860979871729856,0.0,4,0.4
482,-1.3421426472667037,0.0,4,0.4
483,-1.2223156941865054,0.0,4,0.4
484,-1.350329940100585,0.0,4,0.4
485,-1.2435335444934372,0.0,4,0.4
486,-1.3620288708760746,0.0,4,0.4
487,-1.2343704589215037,0.0,4,0.4
488,-1.170948637131832,0.0,4,0.4
489,-1.5355823177219419,0.0,4,0.4
490,-1.9229555330423485,0.0,4,0.4
491,-1.4074007172956897,0.0,4,0.4
492,-1.48639804495032,0.0,4,0.4
493,-1.7748749603117286,0.0,4,0.4
494,-1.3490003101373351,0.0,4,0.4
495,-1.4207022708811723,0.0,4,0.4
496,-1.693450756766544,0.0,4,0.4
497,-1.6302954907655869,0.0,4,0.4
498,-1.4030230634471301,0.0,4,0.4
499,-1.296207211909262,0.0,4,0.4
500,-1.6285237379456718,0.0,4,0.4
501,-1.7691716942940066,0.0,4,0.4
502,-1.2996789793036467,0.0,4,0.4
503,-1.9638096732166188,0.0,4,0.4
504,-1.1514518518514971,0.0,4,0.4
505,-1.905610348693707,0.0,4,0.4
506,-1.7051050200530284,0.0,4,0.4
507,-1.5170484229910264,0.0,4,0.4
508,-1.9597822514050816,0.0,4,0.4
509,-1.8781078314646362,0.0,4,0.4
510,-1.207837823857352,0.0,4,0.4
511,-1.5725569139009905,0.0,4,0.4
512,-1.4432233727994959,0.0,4,0.4
513,-1.411969384009897,0.0,4,0.4
514,-1.3688070614869792,0.0,4,0.4
515,-2.0303889146449206,0.0,4,0.4
516,-1.4085417280881556,0.0,4,0.4
517,-1.6155405859535803,0.0,4,0.4
518,-1.4104810704268809,0.0,4,0.4
519,-1.6304802594452152,0.0,4,0.4
520,-2.0431046375806003,0.0,4,0.4
521,-1.1606784720119745,0.0,4,0.4
522,-1.426141200440544,0.0,4,0.4
523,-1.3287700706299175,0.0,4,0.4
524,-1.4904130673496088,0.0,4,0.4
525,-1.6214084266419053,0.0,4,0.4
526,-1.7247977927033034,0.0,4,0.4
527,-1.6867385306739437,0.0,4,0.4
528,-1.5758273853350373,0.0,4,0.4
529,-1.2433758733969809,0.0,4,0.4
530,-1.3805538644386863,0.0,4,0.4
531,-1.154350556721277,0.0,4,0.4
532,-1.1753444817435577,0.0,4,0.4
533,-1.3920118327642381,0.0,4,0.4
534,-1.892241597985405,0.0,4,0.4
535,-1.370915601049251,0.0,4,0.4
536,-1.8914051535737142,0.0,4,0.4
537,-1.153664192679105,0.0,4,0.4
538,-1.410927580920911,0.0,4,0.4
539,-1.8898915733493782,0.0,4,0.4
540,-1.7640637078079051,0.0,4,0.4
541,-1.8767403781230803,0.0,4,0.4
542,-1.9650939838656725,0.0,4,0.4
543,-1.9798693978841488,0.0,4,0.4
544,-1.8815596042909446,0.0,4,0.4
545,-1.2378640071262894,0.0,4,0.4
546,-1.8253618085477643,0.0,4,0.4
547,-1.477228083023116,0.0,4,0.4
548,-1.3081503862593584,0.0,4,0.4
549,-1.4300040656665995,0.0,4,0.4
550,-1.1364089108028217,0.0,4,0.4
551,-1.2560933427375134,0.0,4,0.4
552,-1.9955778771878352,0.0,4,0.4
553,-1.6774906589039038,0.0,4,0.4
554,-1.8030233305275625,0.0,4,0.4
555,-1.6859385097711266,0.0,4,0.4
556,-1.9281661425464807,0.0,4,0.4
557,-1.5024260611347946,0.0,4,0.4
558,-1.9078213784954274,0.0,4,0.4
559,-1.133836198037689,0.0,4,0.4
560,-1.7459112248820317,0.0,4,0.4
561,-1.4513275871423146,0.0,4,0.4
562,-1.7754525585383902,0.0,4,0.4
563,-1.728451413868125,0.0,4,0.4
564,-1.6848201865914199,0.0,4,0.4
565,-1.1467265431982454,0.0,4,0.4
566,-1.4945202334790846,0.0,4,0.4
567,-1.7800826835673496,0.0,4,0.4
568,-1.7852934173925987,0.0,4,0.4
569,-1.3355859494288802,0.0,4,0.4
570,-1.2061450345638718,0.0,4,0.4
571,-1.4489625302905424,0.0,4,0.4
572,-1.9826791818862084,0.0,4,0.4
573,-1.307425616254211,0.0,4,0.4
574,-1.600909981916013,0.0,4,0.4
575,-1.611564066369474,0.0,4,0.4
576,-1.3584077290212953,0.0,4,0.4
577,-1.5765788651278705,0.0,4,0.4
578,-1.6430385690247433,0.0,4,0.4
579,-1.347977696435489,0.0,4,0.4
580,-1.5921168415539548,0.0,4,0.4
581,-1.2864745351035431,0.0,4,0.4
582,-1.3676376351722288,0.0,4,0.4
583,-1.166846715254858,0.0,4,0.4
584,-1.5385390178163054,0.0,4,0.4
585,-1.4545520519020947,0.0,4,0.4
586,-1.2390833727566892,0.0,4,0.4
587,-1.9191215409816484,0.0,4,0.4
588,-1.835464097549471,0.0,4,0.4
589,-1.2207698071112691,0.0,4,0.4
590,-1.2589459382444117,0.0,4,0.4
591,-1.5444894506528977,0.0,4,0.4
592,-1.291555582335285,0.0,4,0.4
593,-1.3907066238135488,0.0,4,0.4
594,-1.2032864510449586,0.0,4,0.4
595,-1.9472321714057608,0.0,4,0.4
596,-1.7749219835389525,0.0,4,0.4
597,-1.2890522886937792,0.0,4,0.4
598,-1.584659571699257,0.0,4,0.4
599,-1.4974481596606515,0.0,4,0.4
600,-1.3216017529723307,0.0,4,0.4
601,-1.376923194421602,0.0,4,0.4
602,-1.7667413828928356,0.0,4,0.4
603,-1.2199474151019343,0.0,4,0.4
604,-1.6976741287389208,0.0,4,0.4
605,-1.261570222102289,0.0,4,0.4
606,-1.3751348807101627,0.0,4,0.4
607,-1.6458016697487046,0.0,4,0.4
608,-1.295815895115409,0.0,4,0.4
609,-1.4118831353348613,0.0,4,0.4
610,-1.7901776681094403,0.0,4,0.4
611,-1.816843869393954,0.0,4,0.4
612,-1.8750512597459406,0.0,4,0.4
613,-1.2549301311745313,0.0,4,0.4
614,-1.7696679626982847,0.0,4,0.4
615,-1.3034473328431575,0.0,4,0.4
616,-1.2238866036011682,0.0,4,0.4
617,-1.7754773919225484,0.0,4,0.4
618,-1.9484770153154196,0.0,4,0.4
619,-1.530899474330294,0.0,4,0.4
620,-1.2189332634015972,0.0,4,0.4
621,-1.3165172367132802,0.0,4,0.4
622,-1.3464989982577968,0.0,4,0.4
623,-1.4615306112642852,0.0,4,0.4
624,-1.9992753549992517,0.0,4,0.4
625,-1.328591791071317,0.0,4,0.4
626,-1.4233960975235036,0.0,4,0.4
627,-1.8926187734345707,0.0,4,0.4
628,-1.6162715224023307,0.0,4,0.4
629,-1.3277585080050514,0.0,4,0.4
630,-1.4670258607690705,0.0,4,0.4
631,-1.767162145645359,0.0,4,0.4
632,-1.6916826430316372,0.0,4,0.4
633,-1.3431464414753682,0.0,4,0.4
634,-1.2392184383464981,0.0,4,0.4
635,-1.662178174529161,0.0,4,0.4
636,-1.5823437257584778,0.0,4,0.4
637,-1.4403015347582635,0.0,4,0.4
638,-1.7014873361106315,0.0,4,0.4
639,-1.4019322827777525,0.0,4,0.4
640,-1.7070984155787905,0.0,4,0.4
